timestamp,machine_id,cycle_number,shift,barrel_temp,mold_temp,injection_pressure,holding_pressure,injection_speed,cooling_time,cycle_time,screw_rpm,cushion_size,melt_temp,melt_viscosity,ambient_temp,humidity,temp_gradient,pressure_ratio,cooling_efficiency,machine_health,cycles_since_maintenance,maintenance_event,is_defective,defect_type,length_mm,width_mm,thickness_mm,energy_kwh
2024-01-01 00:12:11,M001,11,3,227.75,47.88,105.6,57.84,66.3,25.08,58.5,102.13,6.76,242.32,214.51,22.58,69.94,179.87,0.548,0.429,99.7,11,0,0,,100.062,50.015,2.993,16.66
2024-01-01 00:13:00,M001,12,3,223.83,52.85,103.89,65.82,73.84,28.98,49.66,141.47,4.32,230.39,377.94,25.42,36.22,170.98,0.634,0.583,99.66,12,0,0,,100.022,50.044,2.978,14.51
2024-01-01 00:14:17,M001,13,3,225.29,48.53,88.52,57.38,73.7,21.42,45.44,85.27,7.42,233.52,380.79,23.46,63.38,176.76,0.648,0.471,99.63,13,0,0,,100.031,50.021,2.977,15.67
2024-01-01 00:15:04,M001,14,3,229.83,52.21,102.39,70.15,58.75,17.44,80.99,92.39,5.06,239.02,235.87,27.24,61.3,177.62,0.685,0.215,99.58,14,0,0,,99.921,49.929,3.0,15.6
2024-01-01 00:16:33,M001,15,3,235.51,44.77,113.68,57.38,56.67,19.92,83.9,147.68,4.4,243.44,328.3,22.0,69.25,190.74,0.505,0.237,99.57,15,0,0,,100.046,49.991,3.018,15.9
2024-01-01 00:17:34,M001,16,3,226.8,53.45,87.6,48.26,81.17,15.03,86.65,117.69,6.6,239.4,348.39,24.71,44.57,173.35,0.551,0.173,99.56,16,0,1,sink_marks,99.79,50.228,3.138,14.08
2024-01-01 00:18:38,M001,17,3,229.63,49.18,98.86,67.28,76.74,19.51,69.66,80.03,4.43,237.98,285.98,23.8,56.19,180.45,0.681,0.28,99.53,17,0,0,,99.935,50.012,2.936,15.48
2024-01-01 00:19:33,M001,18,3,231.71,50.37,91.74,49.52,48.66,18.67,66.38,139.48,3.36,239.81,282.89,24.3,37.78,181.33,0.54,0.281,99.49,18,0,0,,99.925,50.001,2.998,14.66
2024-01-01 00:20:24,M001,19,3,224.97,59.51,103.93,68.63,79.21,29.82,71.8,146.5,7.46,232.26,322.53,25.19,50.19,165.45,0.66,0.415,99.45,19,0,0,,99.796,49.968,2.999,14.92
2024-01-01 00:21:25,M001,20,3,225.69,57.17,98.55,55.89,89.92,16.21,51.79,106.81,3.76,233.56,242.79,22.15,43.24,168.52,0.567,0.313,99.41,20,0,0,,100.175,50.036,2.96,15.89
2024-01-01 00:22:54,M001,21,3,230.91,50.97,125.14,76.04,82.4,27.0,85.4,114.18,4.36,237.32,297.13,21.89,56.75,179.94,0.608,0.316,99.4,21,0,0,,99.969,49.905,3.074,16.02
2024-01-01 00:24:13,M001,22,3,228.2,54.57,84.98,48.05,69.1,20.06,84.58,99.48,7.76,240.31,284.31,26.35,48.81,173.62,0.565,0.237,99.39,22,0,0,,100.233,50.04,3.002,14.69
2024-01-01 00:25:39,M001,23,3,239.59,44.63,77.67,42.22,80.72,26.5,52.55,122.51,6.74,246.21,222.91,26.19,68.59,194.97,0.544,0.504,99.38,23,0,1,short_shot,99.715,50.417,3.146,14.35
2024-01-01 00:27:09,M001,24,3,234.36,49.63,82.01,57.14,84.68,20.21,64.28,105.94,5.53,243.47,268.25,26.5,62.89,184.73,0.697,0.314,99.36,24,0,0,,100.138,49.983,3.022,13.94
2024-01-01 00:28:21,M001,25,3,237.06,44.99,104.83,58.04,87.96,27.46,48.9,141.71,4.22,248.98,292.94,24.1,45.16,192.07,0.554,0.562,99.34,25,0,1,burn_marks,100.143,50.188,3.041,15.43
2024-01-01 00:29:44,M001,26,3,231.23,51.87,84.13,50.08,81.31,21.72,45.78,100.6,5.02,240.47,248.66,24.64,44.76,179.35,0.595,0.475,99.3,26,0,0,,99.813,50.14,2.973,14.5
2024-01-01 00:30:58,M001,27,3,224.39,50.72,91.42,59.21,60.63,23.84,79.21,121.78,7.9,232.57,366.53,20.96,44.44,173.67,0.648,0.301,99.28,27,0,0,,99.986,49.975,3.01,14.71
2024-01-01 00:32:01,M001,28,3,234.4,55.15,79.55,55.13,59.49,27.93,50.13,84.57,5.46,244.77,315.4,24.86,36.07,179.25,0.693,0.557,99.25,28,0,0,,100.04,49.993,3.0,14.9
2024-01-01 00:33:12,M001,29,3,220.77,51.51,102.31,63.87,76.46,26.1,87.64,94.55,4.06,230.61,332.09,19.57,36.95,169.26,0.624,0.298,99.21,29,0,1,short_shot,99.361,50.123,2.972,15.65
2024-01-01 00:34:42,M001,30,3,222.11,42.72,91.69,47.95,58.18,17.23,56.95,89.96,3.3,230.23,358.53,23.95,62.97,179.4,0.523,0.303,99.19,30,0,0,,99.896,50.021,2.99,15.09
2024-01-01 00:35:44,M001,31,3,228.49,49.91,119.16,75.65,88.37,23.81,45.93,133.53,7.11,238.84,315.25,25.63,37.01,178.58,0.635,0.518,99.16,31,0,0,,99.925,50.014,3.032,16.4
2024-01-01 00:37:00,M001,32,3,228.09,45.61,105.36,72.6,86.14,23.25,65.47,102.02,4.62,235.77,394.04,22.04,50.58,182.48,0.689,0.355,99.11,32,0,0,,99.931,49.948,2.983,15.86
2024-01-01 00:38:08,M001,33,3,228.1,54.14,80.91,42.42,93.72,24.13,55.77,91.09,5.75,239.86,310.45,18.93,69.69,173.96,0.524,0.433,99.08,33,0,0,,99.951,50.006,3.017,14.03
2024-01-01 00:39:38,M001,34,3,225.57,58.61,110.73,66.62,89.27,27.96,57.43,135.3,5.07,240.09,386.85,23.08,62.82,166.96,0.602,0.487,99.05,34,0,0,,99.96,50.063,3.035,15.94
2024-01-01 00:40:32,M001,35,3,225.19,51.41,104.67,64.31,58.59,26.63,46.96,132.13,6.53,239.49,362.28,21.86,56.55,173.78,0.614,0.567,99.03,35,0,0,,100.116,49.993,3.034,15.46
2024-01-01 00:41:54,M001,36,3,234.37,49.45,94.82,50.34,69.8,29.54,60.24,128.49,6.25,246.71,370.35,26.52,64.37,184.91,0.531,0.49,99.0,36,0,0,,99.935,50.073,3.004,14.11
2024-01-01 00:42:41,M001,37,3,232.58,56.8,125.73,84.81,68.57,25.41,85.65,83.22,6.98,245.04,258.67,21.75,35.82,175.78,0.675,0.297,98.97,37,0,0,,99.838,49.964,3.006,16.8
2024-01-01 00:43:50,M001,38,3,228.5,50.38,83.89,49.75,61.16,23.2,48.32,146.17,7.94,232.94,259.83,27.62,57.61,178.12,0.593,0.48,98.93,38,0,0,,99.876,50.182,3.009,14.19
2024-01-01 00:44:59,M001,39,3,226.9,52.65,90.98,59.65,93.75,28.66,78.53,138.3,7.51,237.2,355.15,20.3,62.08,174.24,0.656,0.365,98.9,39,0,0,,100.028,50.035,3.002,14.17
2024-01-01 00:46:27,M001,40,3,222.07,52.17,79.8,54.42,63.02,21.23,54.04,135.06,7.38,233.27,273.17,23.02,40.9,169.9,0.682,0.393,98.86,40,0,1,flow_lines,101.229,49.73,2.915,15.03
2024-01-01 00:47:19,M001,41,3,221.9,55.14,123.36,70.7,85.06,15.21,69.15,111.84,6.36,230.8,334.47,23.85,62.9,166.76,0.573,0.22,98.83,41,0,0,,100.057,50.023,3.062,16.62
2024-01-01 00:48:39,M001,42,3,225.87,40.57,110.63,76.25,61.96,22.39,49.37,142.11,3.68,236.77,290.73,24.7,59.73,185.3,0.689,0.453,98.81,42,0,0,,99.856,50.04,3.018,16.1
2024-01-01 00:49:30,M001,43,3,226.66,60.23,90.79,47.2,80.07,23.17,89.0,105.11,4.99,234.85,237.96,19.22,63.92,166.43,0.52,0.26,98.76,43,0,0,,99.925,49.939,2.995,14.81
2024-01-01 00:50:36,M001,44,3,233.2,43.43,114.62,75.06,84.96,23.94,57.48,148.88,7.94,241.19,308.04,25.99,34.4,189.77,0.655,0.417,98.74,44,0,0,,100.064,50.035,3.01,15.6
2024-01-01 00:51:22,M001,45,3,224.57,49.06,80.15,47.32,58.02,24.23,77.73,143.61,6.29,237.64,260.33,24.43,31.25,175.51,0.59,0.312,98.73,45,0,0,,100.061,49.957,3.037,14.57
2024-01-01 00:52:35,M001,46,3,224.53,41.55,83.88,51.96,61.51,22.58,64.36,135.52,3.57,231.68,330.94,26.78,52.05,182.99,0.619,0.351,98.71,46,0,0,,99.811,50.045,2.952,14.78
2024-01-01 00:53:45,M001,47,3,229.21,45.58,88.01,45.51,68.01,26.17,61.77,89.11,3.3,239.42,391.32,23.62,56.8,183.62,0.517,0.424,98.69,47,0,0,,100.167,49.915,2.941,15.18
2024-01-01 00:54:33,M001,48,3,227.56,43.51,103.0,62.96,52.96,19.18,55.18,110.04,5.8,235.28,353.49,24.22,57.0,184.05,0.611,0.348,98.64,48,0,0,,99.887,49.954,2.997,15.12
2024-01-01 00:55:35,M001,49,3,240.28,48.76,94.81,65.83,51.86,22.96,61.93,111.76,3.79,252.36,262.33,21.24,67.66,191.51,0.694,0.371,98.6,49,0,0,,100.043,49.981,3.0,14.9
2024-01-01 00:56:25,M001,50,3,229.0,53.92,95.18,60.5,75.67,22.9,58.88,95.44,7.92,240.2,210.96,20.04,67.81,175.08,0.636,0.389,98.58,50,0,0,,100.007,49.959,3.026,15.5
2024-01-01 00:57:37,M001,51,3,229.72,43.36,95.68,56.19,69.34,16.17,59.09,110.05,5.02,242.69,328.03,20.9,46.2,186.35,0.587,0.274,98.56,51,0,0,,100.114,50.107,2.956,15.26
2024-01-01 00:58:45,M001,52,3,223.48,52.58,98.52,52.57,71.75,16.71,67.95,143.41,4.75,235.76,345.48,26.19,62.6,170.9,0.534,0.246,98.55,52,0,0,,100.04,50.026,2.959,14.61
2024-01-01 01:00:11,M001,53,3,229.86,48.18,107.92,75.25,62.85,29.56,59.23,110.78,5.34,236.96,326.28,25.96,53.66,181.69,0.697,0.499,98.53,53,0,0,,100.099,50.025,3.028,15.73
2024-01-01 01:01:14,M001,54,3,228.91,49.24,102.91,68.12,78.46,19.82,66.4,90.56,3.31,236.92,220.7,26.99,43.74,179.67,0.662,0.299,98.52,54,0,0,,99.938,49.999,3.0,16.04
2024-01-01 01:02:27,M001,55,3,221.62,48.21,84.0,52.87,50.63,16.42,75.53,99.89,6.62,228.57,331.31,27.06,64.93,173.42,0.629,0.217,98.49,55,0,1,warping,100.293,50.216,3.228,13.98
2024-01-01 01:03:37,M001,56,3,239.72,43.5,90.48,58.61,80.06,22.9,74.07,109.64,4.81,244.78,272.52,19.8,38.57,196.23,0.648,0.309,98.48,56,0,0,,99.929,50.003,3.008,15.27
2024-01-01 01:04:28,M001,57,3,234.91,59.9,84.87,45.19,86.99,26.57,81.41,91.59,5.19,247.05,282.17,24.76,39.5,175.01,0.532,0.326,98.44,57,0,0,,99.964,50.081,2.965,15.01
2024-01-01 01:05:32,M001,58,3,236.1,43.18,108.21,64.99,67.39,17.43,53.99,122.33,7.37,240.93,210.44,22.81,44.85,192.92,0.601,0.323,98.4,58,0,0,,99.971,49.942,3.009,15.95
2024-01-01 01:06:27,M001,59,3,223.34,50.39,117.16,59.83,71.35,18.54,89.75,106.24,3.14,233.9,386.17,26.39,56.0,172.94,0.511,0.207,98.38,59,0,0,,100.053,50.031,3.022,15.36
2024-01-01 01:07:20,M001,60,3,228.83,43.0,75.36,45.63,52.78,19.32,58.55,83.34,5.1,237.37,358.78,22.57,34.43,185.83,0.606,0.33,98.33,60,0,0,,99.985,49.995,2.978,13.84
2024-01-01 01:08:14,M001,61,3,231.86,44.26,98.54,59.64,71.6,29.82,69.94,107.33,5.35,241.68,327.13,27.81,40.15,187.6,0.605,0.426,98.31,61,0,1,burn_marks,99.544,50.404,2.822,14.66
2024-01-01 01:09:20,M001,62,3,231.33,54.59,84.58,56.02,50.5,26.64,65.6,100.54,3.22,237.34,239.89,18.42,67.33,176.74,0.662,0.406,98.3,62,0,0,,100.125,49.996,2.999,15.2
2024-01-01 01:10:17,M001,63,3,221.62,51.56,86.5,59.8,63.6,17.8,76.14,105.71,6.99,233.52,253.34,18.83,46.98,170.06,0.691,0.234,98.28,63,0,0,,100.063,49.999,2.996,14.62
2024-01-01 01:11:22,M001,64,3,226.84,54.93,85.04,52.98,68.16,24.59,80.62,84.02,6.36,230.3,281.24,23.13,60.0,171.91,0.623,0.305,98.24,64,0,0,,100.191,50.019,2.986,13.99
2024-01-01 01:12:15,M001,65,3,234.05,47.42,113.32,66.72,51.15,17.07,61.51,102.01,4.39,244.95,392.1,18.26,37.44,186.63,0.589,0.277,98.23,65,0,0,,100.043,49.987,3.007,15.09
2024-01-01 01:13:13,M001,66,3,234.41,60.42,91.77,64.19,86.0,29.51,89.4,126.75,6.55,248.6,310.0,20.9,42.0,173.98,0.699,0.33,98.18,66,0,1,sink_marks,99.905,49.823,2.931,15.41
2024-01-01 01:14:10,M001,67,3,233.31,42.55,95.52,49.41,62.19,29.99,77.35,116.8,6.85,241.99,364.67,18.74,68.9,190.76,0.517,0.388,98.14,67,0,0,,99.856,50.023,2.966,15.91
2024-01-01 01:15:30,M001,68,3,237.96,40.46,95.8,51.0,91.9,18.38,87.64,116.32,4.42,247.67,215.77,19.96,68.25,197.5,0.532,0.21,98.1,68,0,0,,99.902,49.951,3.036,15.86
2024-01-01 01:16:52,M001,69,3,221.0,55.45,125.92,65.01,92.56,26.57,56.91,94.76,5.86,232.54,323.62,18.3,65.56,165.55,0.516,0.467,98.05,69,0,0,,99.947,49.967,3.002,17.55
2024-01-01 01:18:02,M001,70,3,231.96,43.47,102.91,58.03,94.43,20.18,62.94,133.25,5.57,246.64,221.24,20.42,34.9,188.49,0.564,0.321,98.03,70,0,0,,100.02,50.012,3.056,15.39
2024-01-01 01:19:13,M001,71,3,236.71,59.51,221.33862055310894,77.42,71.13,16.35,62.7,112.01,4.2,246.63,316.67,18.49,41.25,177.2,0.676,0.261,98.01,71,0,0,,100.082,49.938,2.999,16.24
2024-01-01 01:20:04,M001,72,3,232.4,56.44,96.84,49.85,71.45,26.47,57.59,149.24,6.4,245.98,223.76,27.75,45.76,175.96,0.515,0.46,97.98,72,0,0,,99.874,50.1,3.001,14.87
2024-01-01 01:21:21,M001,73,3,218.68,43.02,88.5,50.05,76.62,17.44,89.58,131.75,4.5,226.44,267.27,26.28,51.29,175.66,0.566,0.195,97.96,73,0,0,,99.943,50.087,2.97,15.12
2024-01-01 01:22:32,M001,74,3,237.15,54.81,110.48,60.27,49.94,22.21,68.59,130.48,6.87,246.46,276.04,26.22,39.69,182.34,0.546,0.324,97.92,74,0,0,,99.98,49.969,2.971,15.96
2024-01-01 01:23:43,M001,75,3,231.95,50.22,97.17,59.49,94.91,22.18,61.96,146.97,5.3,238.46,306.63,23.46,57.03,181.73,0.612,0.358,97.89,75,0,0,,99.924,49.918,2.997,16.02
2024-01-01 01:24:43,M001,76,3,224.16,60.47,90.66,51.65,91.85,26.93,57.31,88.53,6.38,231.64,275.94,27.8,62.74,163.69,0.57,0.47,97.87,76,0,0,,100.028,49.961,2.989,15.7
2024-01-01 01:25:50,M001,77,3,220.51,48.73,87.16,54.31,75.37,18.64,75.14,117.17,6.19,228.98,210.5,22.13,58.69,171.79,0.623,0.248,97.82,77,0,1,sink_marks,100.632,50.012,3.138,14.3
2024-01-01 01:27:05,M001,78,3,238.38,46.7,89.28,57.83,87.89,15.56,86.47,109.25,7.19,246.6,386.78,18.36,63.45,191.68,0.648,0.18,97.79,78,0,0,,100.065,50.077,3.017,14.81
2024-01-01 01:27:52,M001,79,3,229.25,59.19,82.8,43.62,71.45,19.09,81.4,103.15,6.66,238.29,329.66,25.19,30.56,170.06,0.527,0.235,97.78,79,0,0,,99.958,50.072,3.014,15.08
2024-01-01 01:29:17,M001,80,3,230.75,42.51,105.05,58.0,58.69,26.31,87.93,101.14,6.61,242.78,202.29,24.54,57.71,188.24,0.552,0.299,97.73,80,0,1,short_shot,99.822,50.287,2.681,15.44
2024-01-01 01:30:47,M001,81,3,221.27,57.61,93.77,60.91,76.27,21.24,69.72,112.96,5.69,232.55,332.82,20.18,39.9,163.66,0.65,0.305,97.69,81,0,0,,100.029,49.985,2.956,15.13
2024-01-01 01:31:36,M001,82,3,220.19,50.57,97.29,50.91,57.26,23.75,49.09,115.73,7.04,233.39,290.69,23.13,48.27,169.62,0.523,0.484,97.65,82,0,1,warping,100.281,49.55,2.781,15.4
2024-01-01 01:32:34,M001,83,3,232.51,55.21,107.41,59.87,56.05,17.03,73.87,131.05,7.82,242.21,274.89,26.91,47.94,177.3,0.557,0.231,97.61,83,0,0,,99.971,50.014,3.06,15.35
2024-01-01 01:33:27,M001,84,3,226.33,62.92,100.1,69.64,69.49,25.79,64.09,106.55,4.15,231.99,292.13,19.55,37.54,163.42,0.696,0.402,97.58,84,0,0,,100.002,49.987,2.978,14.64
2024-01-01 01:34:13,M001,85,3,221.83,40.21,103.6,56.66,57.82,27.96,47.54,115.27,4.45,228.79,363.16,25.32,42.76,181.62,0.547,0.588,97.56,85,0,0,,99.959,49.961,2.995,15.46
2024-01-01 01:35:40,M001,86,3,229.3,38.9,114.14,68.38,93.68,29.12,75.21,135.01,4.59,237.04,283.26,19.49,45.06,190.4,0.599,0.387,97.53,86,0,0,,99.808,50.016,2.985,16.97
2024-01-01 01:36:54,M001,87,3,227.05,49.09,100.19,59.11,65.13,23.03,82.32,83.61,4.89,238.12,320.99,18.4,32.91,177.96,0.59,0.28,97.48,87,0,0,,99.873,49.961,3.004,15.54
2024-01-01 01:38:00,M001,88,3,224.17,41.22,116.46,74.62,66.34,18.59,59.47,99.81,5.33,231.8,329.74,21.08,44.39,182.95,0.641,0.313,97.46,88,0,0,,99.824,50.019,2.991,15.14
2024-01-01 01:39:05,M001,89,3,226.24,40.64,108.14,69.64,61.52,17.94,55.35,119.89,4.23,234.93,310.13,27.43,43.5,185.6,0.644,0.324,97.41,89,0,0,,99.84,50.006,2.998,14.99
2024-01-01 01:40:12,M001,90,3,236.08,43.45,105.87,54.51,86.35,15.73,45.29,89.62,6.15,245.22,213.59,19.51,38.75,192.63,0.515,0.347,97.39,90,0,0,,100.132,50.026,3.061,15.43
2024-01-01 01:41:39,M001,91,3,230.2,46.35,79.28,50.71,67.95,29.1,53.07,144.26,5.62,243.65,248.19,24.2,40.1,183.85,0.64,0.548,97.36,91,0,0,,100.011,49.981,3.032,14.11
2024-01-01 01:42:39,M001,92,3,228.97,56.44,88.36,50.84,70.11,24.55,76.63,85.79,7.23,239.58,328.98,21.31,69.09,172.53,0.575,0.32,97.31,92,0,0,,100.177,49.931,3.008,15.77
2024-01-01 01:44:08,M001,93,3,224.93,60.38,105.61,70.77,48.24,18.11,51.49,137.45,7.1,233.35,385.77,20.99,52.56,164.56,0.67,0.352,97.27,93,0,0,,100.088,49.939,2.971,15.14
2024-01-01 01:45:01,M001,94,3,236.56,50.56,121.45,79.41,92.86,20.95,79.81,82.07,4.37,244.24,398.52,22.91,44.23,186.0,0.654,0.263,97.23,94,0,0,,99.863,50.031,2.993,16.55
2024-01-01 01:46:25,M001,95,3,233.57,39.52,85.88,44.77,47.75,19.62,61.2,98.88,3.66,240.95,237.48,22.49,52.19,194.05,0.521,0.321,97.21,95,0,0,,100.092,50.008,3.034,14.82
2024-01-01 01:47:30,M001,96,3,229.47,45.81,90.03,48.07,65.58,17.08,58.55,114.52,3.32,238.94,286.94,22.21,49.37,183.66,0.534,0.292,97.16,96,0,1,flash,100.015,50.42,2.918,14.56
2024-01-01 01:48:21,M001,97,3,239.59,45.34,100.0,67.19,93.78,17.04,59.43,146.31,4.0,254.34,262.84,27.65,68.75,194.25,0.672,0.287,97.15,97,0,1,sink_marks,99.346,50.022,3.007,16.21
2024-01-01 01:49:31,M001,98,3,224.05,59.59,85.44,46.3,85.39,27.47,48.11,139.35,6.98,226.94,334.6,19.39,42.11,164.46,0.542,0.571,97.12,98,0,0,,100.059,50.043,2.977,14.99
2024-01-01 01:50:54,M001,99,3,230.2,58.68,122.64,81.24,75.71,28.72,49.92,97.38,6.32,239.28,233.27,24.13,52.53,171.52,0.662,0.575,97.09,99,0,0,,99.842,49.896,2.974,17.27
2024-01-01 01:51:45,M001,100,3,223.88,53.93,98.28,62.5,80.3,17.26,89.9,113.79,4.48,236.26,384.11,18.86,63.25,169.96,0.636,0.192,97.08,100,0,0,,99.947,50.037,3.008,14.6
2024-01-01 01:52:52,M001,101,3,237.56,49.72,87.36,45.59,85.5,28.95,78.32,116.12,5.76,247.95,266.2,22.26,48.48,187.84,0.522,0.37,97.05,101,0,0,,99.956,49.977,2.983,14.56
2024-01-01 01:54:16,M001,102,3,232.79,50.26,108.86,56.64,88.92,17.8,59.67,112.03,4.31,241.78,372.53,23.28,55.56,182.53,0.52,0.298,97.01,102,0,0,,99.898,49.957,2.967,16.78
2024-01-01 01:55:40,M001,103,3,235.07,46.37,107.83,57.86,80.44,22.66,63.82,89.65,4.92,246.8,237.15,24.36,57.74,188.7,0.537,0.355,96.99,103,0,0,,100.127,50.0,2.984,15.92
2024-01-01 01:56:45,M001,104,3,223.55,49.33,86.35,51.72,80.02,21.23,82.8,114.21,3.41,232.75,206.17,25.61,41.68,174.22,0.599,0.256,96.95,104,0,0,,99.941,49.993,2.952,14.81
2024-01-01 01:58:01,M001,105,3,234.03,45.25,102.1,60.06,57.88,21.38,78.12,125.76,4.24,238.97,374.96,18.32,40.51,188.78,0.588,0.274,96.91,105,0,0,,100.171,50.052,3.041,15.98
2024-01-01 01:58:59,M001,106,3,231.21,58.16,106.47,70.38,74.58,22.98,71.86,91.79,7.9,235.84,258.53,23.73,68.1,173.06,0.661,0.32,96.87,106,0,0,,100.149,49.946,3.033,16.32
2024-01-01 02:00:10,M001,107,3,237.35,44.98,118.78,75.46,70.75,23.66,57.09,109.0,5.26,242.87,326.73,26.8,33.72,192.37,0.635,0.414,96.83,107,0,0,,99.959,50.116,2.95,17.29
2024-01-01 02:01:15,M001,108,3,234.83,40.07,124.3,72.04,93.49,27.37,67.26,102.6,4.42,240.51,309.46,19.31,64.1,194.76,0.58,0.407,96.79,108,0,0,,100.133,49.948,3.04,17.05
2024-01-01 02:02:29,M001,109,3,229.76,42.28,123.38,65.61,91.8,19.11,74.46,97.53,4.86,242.96,380.76,19.66,45.85,187.48,0.532,0.257,96.78,109,0,0,,99.977,49.965,2.974,16.04
2024-01-01 02:03:14,M001,110,3,225.84,44.66,113.5,66.34,53.78,16.06,62.24,131.15,3.51,227.68,262.67,26.81,35.49,181.17,0.584,0.258,96.76,110,0,0,,100.001,49.973,3.017,15.72
2024-01-01 02:04:32,M001,111,3,232.18,48.16,102.2,68.68,51.62,16.51,78.86,121.27,4.92,244.59,392.65,21.15,35.59,184.02,0.672,0.209,96.73,111,0,0,,100.11,50.032,2.967,14.87
2024-01-01 02:06:01,M001,112,3,238.29,45.54,98.78,65.07,58.87,20.79,55.85,124.67,3.36,244.12,377.74,18.12,44.44,192.75,0.659,0.372,96.72,112,0,1,flash,100.277,49.734,2.912,15.21
2024-01-01 02:07:16,M001,113,3,222.46,55.18,85.49,47.65,81.35,26.51,64.06,108.16,6.2,231.5,307.53,19.53,33.34,167.28,0.557,0.414,96.67,113,0,1,flow_lines,100.287,49.972,2.908,15.13
2024-01-01 02:08:42,M001,114,3,226.31,49.91,120.42,74.96,50.11,24.99,74.61,92.3,3.06,235.63,227.44,18.11,49.86,176.4,0.622,0.335,96.63,114,0,0,,99.815,49.99,2.998,16.53
2024-01-01 02:09:44,M001,115,3,235.33,41.15,110.69,57.05,69.12,20.4,67.48,119.68,4.84,241.5,251.02,19.03,52.96,194.18,0.515,0.302,96.59,115,0,0,,100.016,50.059,3.058,16.2
2024-01-01 02:10:44,M001,116,3,229.3,41.46,124.54,72.71,62.79,21.24,77.41,98.99,3.39,236.77,274.56,23.02,66.08,187.84,0.584,0.274,96.58,116,0,1,burn_marks,101.233,49.913,3.152,16.68
2024-01-01 02:11:47,M001,117,3,227.36,52.97,77.92,46.19,75.61,22.4,79.77,93.68,7.5,241.31,352.1,20.45,30.26,174.39,0.593,0.281,96.54,117,0,0,,100.01,50.046,3.033,13.33
2024-01-01 02:12:53,M001,118,3,229.17,59.03,80.74,56.07,54.26,19.2,46.98,96.2,7.23,242.86,282.61,26.96,48.34,170.14,0.695,0.409,96.53,118,0,0,,99.896,49.971,2.98,13.78
2024-01-01 02:14:15,M001,119,3,236.05,39.76,84.01,47.49,69.01,18.5,87.46,89.53,6.85,249.58,221.79,19.06,47.98,196.29,0.565,0.212,96.5,119,0,0,,100.068,50.032,3.004,14.07
2024-01-01 02:15:29,M001,120,3,221.02,54.12,94.4,50.0,81.28,29.53,62.83,83.43,4.49,236.79,364.02,19.74,68.08,166.89,0.53,0.47,96.48,120,0,0,,99.881,49.978,3.012,15.08
2024-01-01 02:16:22,M001,121,3,237.5,58.31,80.13,49.4,59.79,27.19,45.98,84.51,7.51,244.35,288.69,19.29,66.2,179.19,0.616,0.591,96.46,121,0,0,,99.986,50.013,2.982,14.43
